Level: INFO | Data: 2023-10-24 13:55:48,731 | Modulo: signals | Aviso: Usuario: "henrique", realizou "Logout" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 13:55:57,910 | Modulo: signals | Aviso: Usuario: "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 13:56:41,156 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Logout" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 13:56:57,161 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 14:32:44,079 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Logout" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 14:33:27,017 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 14:36:48,946 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 14:43:03,255 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 14:47:02,882 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 14:56:05,304 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Logout" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 14:56:17,836 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 15:00:14,497 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 15:07:24,720 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 15:07:40,252 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: INFO | Data: 2023-10-24 15:08:39,217 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
Level: ERROR | Data: 2023-10-24 15:11:22,034 | Modulo: views | Aviso: Erro ao deletar objeto - View: ProcessoAdmDelete - Erro: Cannot assign "<SimpleLazyObject: <django.contrib.auth.models.AnonymousUser object at 0x00000211063020D0>>": "Auditoria.usuario" must be a "User" instance.
Level: INFO | Data: 2023-10-24 15:11:35,797 | Modulo: signals | Aviso: Usuario - "henrique", realizou "Login" a partir do endereco IP: 127.0.0.1
